target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3
C197,3,,,,Cc1cc(O)nc(CCNS(=O)(=O)c2csc(NCc3cc(Cl)c(O)cc3C)n2)n1,CCC(N)=O,CCC(=O)Nc1cc(CNc2nc(S(=O)(=O)NCCc3nc(C)cc(O)n3)cs2)c(C)cc1O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,Cc1cc(O)nc(CCNS(=O)(=O)c2csc(N)n2)n1,Cc1cc(O)c(Cl)cc1C=O,Cc1cc(O)nc(CCNS(=O)(=O)c2csc(NCc3cc(Cl)c(O)cc3C)n2)n1,Reductive_amination,,,Cc1cc(O)nc(CCN)n1,Nc1nc(I)cs1,Cc1cc(O)nc(CCNS(=O)(=O)c2csc(N)n2)n1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,
