target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3
C1057,2,,,,Oc1cc(O)n2c(Cl)cnc2n1,,N#Cc1cnc2nc(O)cc(O)n12,Nucleophilic_aromatic_substitution_(cyanide),,,,Oc1cc(O)n2ccnc2n1,,Oc1cc(O)n2c(Cl)cnc2n1,Aromatic_chlorination,,,,,,,,
